Month ,Region,Category,Sales Target,target margin %
2025-01,  EAST, Beauty,169531.58,0.195
  2025-01,East  ,Grocery,188305.22,0.256
2025-01      ,East   ,office,"202,714.48",0.211
2025-01,East,Pet,133957.49,0.086
2025-01,West  ,	Electronics,159530.63,16.1%
2025-01,West,Home,"70,147.57",0.34
2025-01 ,West,Fashion,-90093.43, 0.261 
2025-01,West, SPORTS,192661.56,0.309
 2025-01 ,  WEST,Beauty,201687.57,0.227
2025-01,West,grocery,136276.93, 0.258 
2025-01,West,office ,NA,0.117
2025-01  , West ,Pet,211463.92 ,32%
2025-01,  Central,Electronics,115528.12,0.28
 2025-01,unknown,home,USD 35897.91,0.104
2025-01, Central, Fashion,246940.0,0.087
2025-01,CENTRAL ,sports,183777.21,0.213
 2025-01,CeNtRaL,Beauty, 86221.75,0.328
  2025-01,Central  ,Grocery,171639.1,0.306
  2025-01,CeNtRaL,  OFFICE,66508.41,0.168
2025-01,None,Pet,247203.18,0.277
2025-01,  International,ElEcTrOnIcS,75263.92,0.29
 ,International   ,Home,USD 132820.69,0.17
2025-01, INTERNATIONAL   ,Fashion,85861.68,11.7%
2025-01,International,sports,68374.97,0.19
 2025-01,International,  Beauty,35798.44 ,0.107
 2025-01 ,InTeRnAtIoNaL,Grocery,"135,586.42",0.201
    2025-01, InTeRnAtIoNaL,Office  ,65054.99,0.088
2025-01 ,International   ,Pet,84030.09 ,0.324
2025-02,NORTH  ,Electronics,109896.72,0.225
 2025-02,NORTH,Home,177070.78,0.237
2025-02,North  ,  fashion ,187851.67,14%
2025-02,	North ,SPORTS,42173.95,0.343
N/A, NORTH,  Beauty,null,0.309
2025-02,north,Grocery  ,108889.77,16.6%
2025-02, north,    Office    ,139746.73, 0.121 
  2025-02,NORTH, PET , 89952.58,0.294
2025-02,South,Electronics,$148053.83, 0.33 
2025-02 ,south,Home,$224757.34, 0.332 
2025-02,south,  Fashion   ,$30795.23, 0.211 
2025-02,South,SPORTS,142907.49 ,24%
	2025-02,South,Beauty,$141333.62,0.197
  2025-02,south,Grocery,235487.5,0.279
2025-02,SOUTH,  Office,221741.77,0.253
2025-02 ,    South,Pet      , 232624.65,24.4%
2025-02, east  ,Electronics, ,9%
  2025-02 ,East ,Home,37443.12,0.324
	  2025-02, East,FASHION,$215522.17, 0.247 
 2025-02,east,Sports ,"121,106.93",0.092
 2025-02, EaSt,beauty ,212711.06,0.324
2025-02,East,Grocery,107310.01,0.197
  2025-02,EaSt  ,Office,"115,755.20",0.109
    2025-02,East,PET,USD 33425.97,0.324
2025-02,West  ,  Electronics ,136813.68,32%
2025-02,WEST,home, 222006.36,12.2%
2025-02,  west,FaShIoN,166172.88,0.339
2025-02   ,West,SpOrTs,$240704.48,0.244
2025-02   ,West,Beauty   ,-126109.00,0.255
  2025-02   ,WeSt ,grocery,236211.56,0.242
2025-02,West,Office,112729.58,28%
  2025-02  ,West,Pet,67373.78,14.9%
 2025-02   , Central,Electronics,$121002.19,0.135
  2025-02,    CeNtRaL    ,Home,119447.32,0.344
2025-02,CENTRAL,Fashion,115042.78,12.5%
2025-02,  Central,Sports,100622.7,0.301
2025-02 ,	Central,Beauty,$41042.66,0.28
2025-02,CENTRAL,GrOcErY,93393.70,34.5%
2025-02,Central,	Office,65302.79,26.0%
2025-02,central ,missing,"77,105.62",32%
 2025-02,international  , Electronics,193296.95,0.206
2025-02,International ,Home  ,243180.27,20.2%
 2025-02,International,FASHION,"166,453.38",
2025-02,  INTERNATIONAL,Sports ,218100.72,0.173
2025-02 ,INTERNATIONAL ,Beauty ,$142076.47,0.153
2025-02 , International,GROCERY,USD 135979.68,0.173
2025-02,International   ,n/a, 108208.08,0.292
2025-02,International  ,Pet,129248.49,0.263
	2025-03,north,Electronics,USD 86587.41, 0.167 
2025-03  ,North,  Home,$188859.83,0.183
 2025-03, North , Fashion,86240.94,0.25
  2025-03,north,Sports,106821.19,0.27
2025-03,North ,  Beauty ,228172.27 , 0.092 
2025-03,NORTH ,Grocery,246822.91,27.0%
2025-03,North,Office,unknown,0.202
2025-03,North,  pet,USD 186429.21,20%
2025-03   ,South,Electronics      ,61208.49,0.322
2025-03,South,Home   ,"97,062.98", 0.213 
  2025-03,  South,Fashion   ,USD 195737.95,0.185
2025-03,South   ,SPORTS,246644.17,0.17
2025-03  ,SOUTH,beauty  ,247346.77 ,0.317
 2025-03,South ,Grocery,59645.17,25%
2025-03, South  , Office,199011.51 ,0.241
2025-03,  South,  Pet,88883.82,0.222
2025-03,East,Electronics,164151.58,0.252
 2025-03,east,Home,$239060.34,32%
2025-03  ,east,Fashion , 209829.07,0.343
2025-03, East ,SPORTS,"175,676.03",32.4%
2025-03, East,beauty,77350.47,0.307
2025-03,East,Grocery,157627.86,19.3%
2025-03,EaSt  ,Office   ,42432.6,0.185
2025-03,east,pet,$99994.56,0.12
,West,Electronics, 40320.79,27%
2025-03   , west   , Home,122808.57 ,0.149
  2025-03,West ,Fashion ,213672.08, 0.229 
  2025-03,West    ,Sports,35915.13,0.224
2025-03   ,	WEST    ,Beauty,78214.34,0.106
2025-03,West   ,Grocery,USD 75526.61,0.107
2025-03,West   ,Office,218978.04, 0.229 
2025-03,WEST,pet  ,243883.72,0.195
2025-03,Central,Electronics   ,111095.57,0.346
  2025-03, Central   ,  Home,224812.52 ,0.169
2025-03,Central   , FASHION, 158334.96,None
2025-03 ,Central,Sports  ,242780.67,0.208
2025-03,central,Beauty ,142564.21,0.1
 2025-03,Central,GROCERY,200455.2,0.194
2025-03  ,Central,Office,73010.30,0.224
    2025-03, Central,Pet,USD 181621.69,32.1%
2025-03 ,international,Electronics,228743.05,0.266
 2025-03,INTERNATIONAL ,HOME,184802.66,
2025-03  ,International,  Fashion,117622.88 , 0.307 
  2025-03  ,International,Sports  ,zero,0.278
2025-03,International,Beauty , 238842.78,0.156
 2025-03, International ,Grocery,64276.9,0.223
2025-03,International,Office,199080.07,18%
2025-03,INTERNATIONAL,  Pet,207788.86 ,0.273
2025-04 ,North,Electronics   ,183983.55 , 
2025-04,None,Home,200178.62,0.299
2025-04,North,Fashion,89652.55,31.0%
2025-04   ,north ,Sports,142247.68,14%
2025-04, North, Beauty,158603.66,0.207
2025-04,North,Grocery,210530.31,0.087
  2025-04,	 North ,Office   ,$166655.03,32%
  2025-04  ,  North, PET,132876.95,28.0%
?, south,electronics,244148.0,0.341
2025-04,South,  home,177826.21,23.0%
2025-04   ,NA, Fashion,153755.25,0.308
2025-04,South,Sports,237872.43 , 0.282 
2025-04,South,beauty,193278.45,0.282
	2025-04, South,Grocery,$76812.67,0.122
 2025-04,South,  Office,164592.32 ,0.346
2025-04   ,South ,pet,150407.34,0.277
2025-04  ,East,Electronics,148635.89,19%
	2025-04 ,East,Home,165750.26,26.1%
2025-04,east, Fashion,248474.52, 0.308 
missing,  East   ,SPORTS, 44636.22,34%
 2025-04,  East,beauty ,132617.64,0.26
2025-04,East,unknown,64850.06,20.1%
 2025-04,East,office,40486.16,0.284
	2025-04  ,	East,Pet,153303.17,0.335
2025-04  ,West,Electronics,$133626.69,0.239
2025-04, West,Home ,144002.94,0.308
2025-04,West,Fashion  ,147184.97, 0.344 
2025-04 ,WEST, Sports,156354.05 ,0.25
2025-04,West, Beauty, 86486.15, 
 2025-04 ,west, Grocery,214515.54,0.155
2025-04,west,Office,209920.27,0.31
 2025-04 , West  ,Pet,"172,618.17",0.119
2025-04  ,central,electronics ,179502.2,0.112
2025-04,Central,Home,249168.58,20%
 2025-04,CENTRAL  ,Fashion,124363.56,0.276
2025-04,CeNtRaL,SPORTS,USD 222285.52,0.26
2025-04,Central   ,  beauty ,133612.42,0.112
  2025-04,CENTRAL,Grocery,135669.23,0.209
  2025-04   ,central,	Office,214095.85,0.29
2025-04,	Central, pet,203581.17,0.231
 2025-04,InTeRnAtIoNaL      ,Electronics,132839.29,0.145
2025-04,  International, HOME,107456.95,0.264
2025-04, International  ,Fashion  ,USD 131175.66,0.213
2025-04,InTeRnAtIoNaL,sports  ,95056.22,18.4%
2025-04  ,International,Beauty ,"87,358.25",0.106
 2025-04,International,Grocery,46811.86,22.6%
2025-04,INTERNATIONAL,Office  ,36211.58, 0.208 
null,International,Pet,124333.37,0.164
  2025-05,north ,electronics,249467.59, 0.349 
2025-05   ,  NORTH  ,Home,232367.73,13%
2025-05,North,Fashion,-188464.86 ,9%
2025-05   ,north ,SPORTS  ,245814.22,30.8%
  2025-05,North,Beauty,USD 241082.60,17%
2025-05,North , Grocery  ,132959.95 ,0.234
2025-05   ,North,Office,91188.83,0.19
2025-05,  North,pet ,48320.59,missing
2025-05,South,  Electronics,231576.30,0.137
2025-05,SOUTH,,67671.04,0.265
2025-05,South,Fashion,70054.87,0.177
2025-05,South,sports,130565.05,0.085
2025-05,South   ,Beauty,220609.14,0.118
2025-05 ,South,  GROCERY   , 69426.15,0.099
2025-05,South,Office,USD 72159.38,0.209
  2025-05,South,Pet,"217,127.92",26.6%
missing,East,Electronics,122467.14,NULL
2025-05,East ,Home,71952.08,25%
2025-05,East,Fashion,123406.88,0.22
2025-05, East,Sports,181133.43,0.288
 2025-05,    East,  Beauty,"60,263.24", 0.107 
2025-05,East,GROCERY, 87880.66, 0.287 
2025-05,East, office,zero,28.8%
2025-05,East,  Pet,143327.60,0.281
2025-05,West  , electronics,missing, 0.144 
2025-05,WEST,Home  ,188194.58,0.186
2025-05      ,West,FaShIoN   ,57698.42,0.313
  2025-05,West,Sports,USD 202454.92, 0.129 
 2025-05,WEST,BEAUTY   ,228364.55,0.179
 2025-05,West,GROCERY,63282.42,0.12
2025-05, West   ,office,$90635.64,0.239
2025-05   ,WEST  ,Pet,235840.84,0.207
2025-05   , Central,Electronics,30960.29,-
2025-05,Central,  Home   ,null,0.105
 2025-05,Central,?,"82,513.13",0.219
2025-05,Central ,Sports,$89150.98,0.086
 2025-05,Central, Beauty,None,0.34
2025-05 ,central,Grocery,,25.5%
2025-05,Central,Office ,207966.65,0.097
2025-05,Central,Pet,191662.22,0.332
2025-05,International,Electronics ,191754.63,0.097
2025-05,  International  ,  Home      ,$66494.92,0.271
2025-05  ,international   ,Fashion ,201292.12,32.7%
  2025-05 ,International ,Sports,164248.83,0.097
2025-05,International  ,beauty,96816.97,0.163
2025-05,International ,grocery   , 32034.62, 0.318 
2025-05,international,Office,USD 170042.34,0.169
2025-05,International ,PET, 73676.39,27.6%
2025-06 ,north, Electronics,71459.76,0.11
2025-06,North  , HOME,198251.23,0.114
2025-06,  North,Fashion ,49265.05,23.0%
2025-06,North ,Sports,236496.42,0.296
  2025-06,  north ,BEAUTY,171226.85,20.1%
2025-06,North,Grocery,171671.01, 0.316 
2025-06  ,NORTH,Office   ,124002.42, 0.331 
2025-06,North,PET,245044.96,0.249
 2025-06,SOUTH,electronics    ,"246,145.99",0.281
  2025-06,South,Home ,$66934.09, 0.275 
2025-06,South,Fashion,184923.44,0.287
2025-06,South,Sports,80693.96,0.296
2025-06,South,Beauty    ,127614.37,18.8%
2025-06,  South,GROCERY,36694.15,0.14
2025-06, South,Office,198265.57,25.8%
NULL,South,Pet  ,$103166.86,0.093
2025-06,East,Electronics ,141516.32,32.3%
2025-06,  East,HoMe  ,37283.6,16%
2025-06,East,Fashion,48069.13,0.249
2025-06,East  ,  Sports,243042.3,0.108
2025-06  ,East   ,Beauty,74746.73,0.19
2025-06,East   ,Grocery,113801.67,null
  2025-06,EAST,Office,240278.47,0.243
 2025-06  ,East,pet,61166.17 ,0.096
2025-06  ,WEST,  ElEcTrOnIcS,"245,192.26",0.155
2025-06  ,  West,  Home,86899.62 ,11%
2025-06, West,Fashion,75445.32 ,0.349
  2025-06,WEST   ,Sports  ,56125.55,0.239
2025-06,WeSt,Beauty,USD 192823.75,0.24
2025-06 ,West,GrOcErY,79811.56,0.109
2025-06,West,Office,99710.86,0.086
2025-06, West,Pet,USD 194886.68,30%
2025-06,Central,Electronics,54471.99,0.281
  2025-06,Central,Home,$187975.25,13.8%
2025-06,  Central,Fashion,225898.2,0.303
2025-06,Central  ,Sports,error, 0.139 
?,Central,BEAUTY,235350.13,0.193
2025-06,Central, grocery,53384.9,0.153
	  2025-06   , Central,Office    ,200389.69,22.5%
2025-06,  ,Pet,94926.09,20%
2025-06,International,Electronics   ,124265.98,19.7%
  2025-06,INTERNATIONAL, Home,108403.17,18.5%
  2025-06, International,FASHION,$144398.61,20.6%
2025-06   ,INTERNATIONAL,Sports,$132161.84,14%
2025-06,	INTERNATIONAL,	 Beauty, 147307.44, 0.291 
2025-06,International      ,Grocery,192465.69,0.277
 2025-06  , International,Office,USD 72763.56,0.296
2025-06,International,pet   ,238982.64, 0.184 
