cat_id,name,breed,age_years,weight_kg,color,gender,vaccinated,neutered,microchipped,owner_city,diet_type,health_status,last_vet_visit,metric_15,category_16,value_17,metric_18,category_19,value_20,metric_21,category_22,value_23,metric_24,category_25,value_26,metric_27,category_28,value_29,metric_30,category_31,value_32,metric_33,category_34,value_35,metric_36,category_37,value_38,metric_39,category_40,value_41,metric_42,category_43,value_44,metric_45,category_46,value_47,metric_48,category_49
3427,Oreo,Ragdoll,14,5.89,Orange,F,yes,,No,Paris,wet,Healthy,2024/01/05,80.33,C,41.0,78.93,B,52.0,42.53,A,39.0,54.98,A,22.0,31.78,A,63.0,43.23,b,53.0,72.31,B,98.0,25.8,a,68.0,30.98,Unknown,7.0,48.79,b,95.0,41.49,b,54.0,39.91,a
3428,Leo,SCOTTISH FOLD,24,4.88,Brown,Unknown,no,,No,London,,Sick,05/01/2024,27.4,B,11.0,50.04,Unknown,78.0,36.3, ,69.0,52.22, ,16.0,72.09,C,43.0,52.25,B,43.0,49.79, ,69.0,21.53,A,6.0,40.8,Unknown,37.0,57.33,B,31.0,12.9,B,64.0,48.63,a
3429,Simba, Sphynx,9,3.67,Brown,Female,N,NO,Yes,Tokyo,,,Jan 5 2024,9.02,Unknown,13.0,59.25,A,11.0,49.49,Unknown,39.0,37.36,b,97.0,70.11, ,9.0,35.69,D,90.0,46.92,D,41.0,55.24,A,65.0,55.89,D,75.0,61.9,b,60.0,16.33, ,85.0,42.15,A
3430,Bella,BRITISH SHORTHAIR,-1,3.2,,Female,no,,No,Toronto,Dry,Checkup Needed,,61.64,a,23.0,71.53,a,28.0,47.21,B,78.0,64.03,b,34.0,81.2, ,9.0,36.74, ,11.0,30.81,a,58.0,86.51,B,79.0,35.24,b,49.0,31.64, ,51.0,67.59,b,39.0,52.77,C
3431,Tiger,Unknown,23,5.78, WHITE,Female,N,NO,No,Berlin,Dry,Healthy,,10.59,b,74.0,51.41,B,,30.96,D,81.0,27.98,a,94.0,63.45,a,71.0,49.06,b,40.0,64.49, ,2.0,45.93,b,31.0,68.83,Unknown,52.0,58.46, ,37.0,36.57,a,90.0,56.03,C
3432,Tiger,ABYSSINIAN,6,3.43,Gray,Unknown,No,No,,Tokyo,Dry,Sick,,22.15,C,20.0,32.61,A,58.0,42.1,Unknown,53.0,64.15,Unknown,10.0,22.44,Unknown,7.0,36.41,B,18.0,76.57,D,63.0,63.32,b,15.0,37.31,a,82.0,16.4,Unknown,81.0,25.95,D,12.0,48.45,C
3433,Chloe,Abyssinian ,23,4.2,Brown,F,Yes,,Yes,Toronto,Wet,Healthy,Jan 5 2024,35.53, ,64.0,56.04,Unknown,24.0,51.49,D,2.0,59.32,B,14.0,62.94,b,73.0,12.1,C,,57.58,A,2.0,48.65,A,25.0,45.23,D,8.0,57.59,D,9.0,62.59,Unknown,,44.58,b
3434,Chloe,Unknown,22,2.75,,female,N,Yes,Unknown,London,,Checkup Needed,2024/01/05,94.78, ,18.0,47.95,A,67.0,9.18,B,73.0,52.71,a,27.0,55.38,D,85.0,60.86, ,41.0,error,D,31.0,37.18,D,,error,D,1.0,28.95,b,7.0,46.4,A,,80.19,b
3435,Oliver, Ragdoll,-1,6.47, WHITE,Male,Yes,No,No,Sydney,Dry,Healthy,,39.6,B,31.0,35.11,C,75.0,57.06,B,41.0,57.7,B,67.0,45.94, ,6.0,78.03,B,21.0,30.9,D,18.0,74.23,B,79.0,44.98,D,6.0,29.88,Unknown,49.0,38.94,Unknown,69.0,20.59,B
3436,Kitty,Ragdoll,10,3.6,Brown,Female,yes,YES,No,New York,Mixed,Healthy,2024-01-05,30.33,Unknown,18.0,40.47,b,22.0,53.05,A,83.0,,B,83.0,60.93,B,71.0,36.55, ,63.0,76.49,A,6.0,59.96,C,69.0,84.0,b,22.0,36.99,D,44.0,52.01,D,,59.8,C
3437,Kitty,,21,2.13,Gray,,no,,Yes,,,Sick,,65.62,A,72.0,56.76,D,36.0,40.91,a,7.0,5.38,a,81.0,49.36,C,37.0,35.0,b,62.0,75.35,B,,71.64,D,19.0,89.02,A,12.0,24.66,B,54.0,21.08,Unknown,29.0,43.63,Unknown
3438,Chloe,Maine Coon ,18,3.93,,Unknown,N,,Yes,Paris,dry,Healthy,05/01/2024,82.17,C,5.0,71.68, ,47.0,4.36,a,62.0,50.75,Unknown,31.0,45.28,a,66.0,61.29,B,49.0,55.44,C,19.0,33.0,a,45.0,22.27,b,15.0,27.78, ,23.0,55.06,D,,31.17,A
3439,Lucy,Scottish Fold ,15,4.46,Orange,,yes,Yes,Yes,,,,,44.46,Unknown,,39.87,B,,53.27,B,14.0,108.45,C,26.0,29.49, ,3.0,53.78,D,44.0,38.22,a,81.0,19.68,B,44.0,50.13,b,74.0,61.0,B,31.0,59.58,a,35.0,19.53,a
3440,Milo,British Shorthair ,6,3.24,White,M,Y,No,,Sydney,Mixed,healthy,2024/01/05,59.4,D,19.0,52.6, ,,40.0,D,91.0,62.78,A,67.0,43.42,C,63.0,33.12,B,,55.95,B,41.0,80.42,b,72.0,35.05,b,50.0,45.86,B,17.0,57.49, ,,65.11, 
3441,Shadow,,-2,5.72,Gray,M,Yes,NO,Yes,Sydney,wet,Healthy,,44.19,C,55.0,33.37,a,41.0,55.28,Unknown,90.0,48.19,a,,17.06,b,3.0,22.9,a,40.0,43.55,A,47.0,62.03,B,18.0,38.2,B,66.0,42.02,B,96.0,40.83,a,65.0,68.67,C
3442,Chloe,Sphynx ,0,2.84,Brown,male,N,,,,wet,SICK,,73.48,Unknown,21.0,42.72,a,89.0,50.81,A,,31.91,Unknown,43.0,50.82, ,36.0,57.74,D,26.0,25.3,D,63.0,46.8,b,24.0,65.79,C,68.0,31.92,a,58.0,75.34,C,11.0,75.68,D
3443,Luna,Unknown,4,4.84,,male,Yes,,Unknown,Sydney,dry,SICK,2024/01/05,29.37,Unknown,98.0,20.09,b,99.0,34.59,D,17.0,42.31,a,26.0,56.46,a,31.0,42.0,Unknown,21.0,9.77,Unknown,8.0,37.45,A,80.0,48.48,b,19.0,33.98,Unknown,39.0,17.63,D,52.0,35.25,a
3444,Milo,,18,2.12,black ,Male,yes,Yes,Yes, london,Mixed,,Jan 5 2024,74.6,b,22.0,26.3,D,80.0,34.08,D,33.0,68.24,C,99.0,52.19, ,22.0,17.6,A,0.0,74.09,b,54.0,32.26,B,48.0,63.93,b,27.0,53.46,b,63.0,62.68,b,48.0,56.78,A
3445,Leo,siamese,3,5.66,Gray,male,N,Yes,Yes,London,Mixed,Sick,2024/01/05,61.21,C,,26.83, ,36.0,63.47,A,70.0,54.9,A,96.0,28.64,A,43.0,43.58, ,13.0,52.41,a,95.0,38.96,a,94.0,36.55,Unknown,87.0,64.33,D,61.0,40.63,a,87.0,42.09,D
3446,Oreo,SIAMESE,20,4.89,black ,male,,YES,,TOKYO,Dry,Checkup Needed,Jan 5 2024,54.94,a,,51.23, ,30.0,118.79,D,52.0,unknown,C,35.0,23.95,b,53.0,27.46,Unknown,54.0,42.49,D,63.0,64.9,Unknown,13.0,54.25,D,93.0,97.51,D,81.0,18.99,C,62.0,62.68, 
3447,Leo,Unknown,8,4.92,Mixed,M,no,,Yes,Paris,Wet,healthy,2024-01-05,94.75,B,81.0,85.45,b,29.0,89.18,D,93.0,73.13,D,,46.99,a,75.0,15.72,Unknown,,76.55,B,64.0,unknown,b,5.0,65.14,A,95.0,33.72,A,47.0,52.97,B,14.0,38.02,D
3448,Milo,Unknown,14,5.5,White,Male,yes,,Unknown,Paris,dry,healthy,,50.52, ,2.0,66.35,Unknown,55.0,102.73,A,35.0,30.51,a,34.0,28.82,a,12.0,32.63, ,18.0,26.39,b,95.0,53.94,b,20.0,30.38,D,37.0,32.34,Unknown,24.0,63.67,B,42.0,44.77, 
3449,Lucy,ABYSSINIAN,20,3.42,black ,F,no,NO,Yes,Toronto,Dry,Sick,2024-01-05,35.43,b,76.0,61.23,D,24.0,21.66, ,29.0,54.84,a,75.0,42.57,a,1.0,38.92,b,1.0,11.42,B,13.0,72.23,b,80.0,52.45,b,30.0,72.34, ,32.0,60.9,B,70.0,58.71,a
3450,Leo,British Shorthair ,7,6.45,black ,Unknown,,No,Yes,TOKYO,Wet,SICK,,65.56,B,52.0,29.76,A,59.0,65.57,A,54.0,77.92,A,68.0,26.22,b,8.0,48.29,b,,28.22,A,9.0,27.57, ,8.0,81.92,A,9.0,60.24,C,22.0,12.22,Unknown,77.0,51.02,b
3451,Loki,,18,5.46,black ,Unknown,no,,No,Berlin,,,Jan 5 2024,45.78,Unknown,45.0,13.11,a,93.0,80.58,a,40.0,97.28,b,92.0,54.58,C,6.0,16.51,a,29.0,43.17, ,88.0,26.98,D,99.0,41.57,b,5.0,31.15,A,50.0,69.46,C,73.0,30.75,C
3452,Leo,Unknown,9,4.58,,male,no,Yes,Unknown,London,dry,Checkup Needed,,40.5,a,53.0,52.95,Unknown,2.0,56.81,Unknown,80.0,45.09,C,27.0,55.99,A,33.0,70.58,Unknown,34.0,72.92, ,32.0,56.07, ,76.0,64.94,C,,40.57,Unknown,83.0,45.34,Unknown,59.0,10.73,C
3453,Shadow,Unknown,5,5.37, WHITE,Male,yes,,Yes,Berlin,Wet,Sick,05/01/2024,71.67,b,45.0,54.36,D,26.0,81.38, ,,60.67,Unknown,66.0,59.1,b,92.0,20.88,D,77.0,43.08, ,65.0,unknown,C,6.0,58.35, ,39.0,,a,67.0,44.6,D,29.0,68.0,Unknown
3454,Shadow,Scottish Fold,-1,4.65,Mixed,male,No,No,,New York,,SICK,,27.59,b,50.0,61.81,B,42.0,51.74,b,,53.06,b,28.0,38.96, ,86.0,69.3,A,96.0,53.67,D,85.0,74.95,D,43.0,93.03,a,54.0,27.54,Unknown,80.0,84.4,Unknown,61.0,30.95,a
3455,Tiger,Bengal ,22,2.6, WHITE,Unknown,Y,YES,Unknown,Berlin,Dry,Sick,,30.6,A,33.0,78.43,B,2.0,18.37,Unknown,43.0,46.25,B,99.0,51.56, ,31.0,29.45,D,,36.85,B,54.0,93.14,C,93.0,44.96,B,,57.06,B,93.0,25.53,a,25.0,error,B
3456,Bella,British Shorthair,11,4.78,Black,Female,yes,NO,No,Sydney,,Checkup Needed,,48.72,b,80.0,60.15,A,48.0,43.91,C,91.0,37.76,D,7.0,47.9,B,,33.52,A,37.0,19.69,C,32.0,33.4,A,29.0,38.28,A,50.0,62.26,B,49.0,38.17, ,67.0,18.11,A
3457,Kitty,Unknown,10,5.33,,F,no,NO,Unknown,,,,,69.98,A,58.0,50.63,A,61.0,77.59,Unknown,56.0,24.41, ,91.0,75.09,Unknown,66.0,24.37, ,1.0,25.18,Unknown,32.0,66.88,Unknown,9.0,35.77,Unknown,97.0,22.21, ,,80.04,C,84.0,44.32,b
3458,Nala,British Shorthair ,3,5.18,,,N,No,Yes,Tokyo,dry,healthy,,59.05,a,11.0,52.19, ,39.0,65.16,b,,51.39,C,3.0,-3.25,C,,58.22,B,44.0,9.92,Unknown,38.0,41.71,b,14.0,45.15,b,29.0,65.56,D,92.0,59.38,a,54.0,5.29,D
3459,Chloe,Abyssinian ,22,1.06,Brown,F,yes,NO,Yes,Tokyo,wet,SICK,2024-01-05,55.93,A,33.0,9.46,A,19.0,30.48,C,26.0,46.22,a,39.0,39.63,D,58.0,41.47,Unknown,30.0,48.07,Unknown,61.0,53.77,C,35.0,59.81,b,66.0,38.9,C,96.0,57.59,Unknown,60.0,56.8,b
3460,Shadow,Bengal,19,3.69,Orange,male,Y,,Yes,Tokyo,,healthy,Jan 5 2024,91.19,b,21.0,59.65, ,41.0,34.85,a,78.0,85.87,B,77.0,13.73, ,42.0,44.62, ,4.0,9.33,b,35.0,67.01,Unknown,39.0,77.28,Unknown,25.0,63.41,a,57.0,83.09,A,91.0,64.27,Unknown
3461,Lucy,,3,25.86,black ,male,yes,Yes,,New York,,SICK,2024/01/05,71.92,b,34.0,34.89,b,91.0,43.06,a,37.0,19.09,C,70.0,52.73,A,83.0,64.19,C,65.0,24.87,a,43.0,7.18,B,96.0,49.53, ,95.0,108.06,A,56.0,47.36,Unknown,23.0,27.08,b
3462,Bella, Ragdoll,14,4.0,Orange,Male,Yes,No,Yes,,Mixed,SICK,Jan 5 2024,-3.94, ,62.0,49.53,b,87.0,50.42,C,85.0,37.51,D,9.0,51.44,D,96.0,34.26,a,39.0,66.31,C,53.0,67.62,b,12.0,25.6,D,63.0,45.24,b,,37.77,D,19.0,79.1,B
3463,Bella,ABYSSINIAN,9,5.53,Orange,,No,Yes,Unknown,TOKYO,dry,healthy,05/01/2024,43.75,B,85.0,3.97,Unknown,95.0,63.2,B,48.0,72.07,D,26.0,35.79,A,44.0,58.7,Unknown,61.0,54.3,B,16.0,19.02,C,52.0,60.32,A,15.0,54.94, ,78.0,48.39,A,90.0,66.65,D
3464,Nala, Bengal,21,2.8, WHITE,male,Yes,Yes,Unknown,TOKYO,dry,healthy,,41.38,b,54.0,51.62,B,82.0,61.32,a,65.0,44.7,B,11.0,65.37,a,55.0,57.26,A,19.0,36.36,A,83.0,,A,,55.62,D,59.0,44.42,A,93.0,34.12,Unknown,78.0,60.56,b
3465,Loki,scottish fold,6,4.46,Orange,female,Yes,YES,,Sydney,Dry,SICK,05/01/2024,30.97,b,60.0,55.56,A,21.0,31.85,D,19.0,67.5,B,89.0,56.48, ,,42.95,C,37.0,36.52,A,44.0,33.13,Unknown,,52.49,A,89.0,46.78,Unknown,27.0,16.73,D,0.0,4.27,A
3466,Oreo,Sphynx ,3,5.27,black ,Male,yes,YES,No,New York,wet,Sick,,13.46,B,64.0,59.79, ,,45.13,B,35.0,24.66, ,93.0,66.03, ,26.0,52.69,B,8.0,42.13, ,82.0,63.6, ,51.0,54.14, ,,60.64,a,80.0,55.81,a,86.0,47.2,Unknown
3467,Bella, Abyssinian,13,5.39,black ,F,Y,NO,Yes,Berlin,Wet,Sick,2024-01-05,68.04, ,65.0,36.0,a,85.0,51.63,D,12.0,38.6, ,45.0,44.81,a,57.0,76.59,C,60.0,58.87,C,23.0,-1.6,b,75.0,78.63,Unknown,80.0,62.2,C,87.0,39.0,Unknown,87.0,89.77,D
3468,Luna,Ragdoll,14,3.95, WHITE,female,Y,No,,Tokyo,,Checkup Needed,,43.22,D,0.0,44.81, ,27.0,54.51,B,2.0,46.6, ,77.0,22.7,b,18.0,55.24,A,84.0,53.98, ,95.0,25.43,C,10.0,57.8, ,36.0,12.61, ,18.0,60.01, ,54.0,38.51,a
3469,Leo,PERSIAN,5,3.37,Orange,,no,,,Paris,Wet,healthy,,72.1,D,84.0,41.25,B,83.0,63.0, ,64.0,72.24,b,35.0,65.81,a,39.0,44.71,D,46.0,56.52, ,45.0,48.41,b,64.0,44.24,b,25.0,40.38,C,90.0,66.9,a,53.0,74.22,D
3470,Milo, Ragdoll,6,3.67,Gray,M,Yes,YES,Unknown,London,wet,SICK,2024/01/05,62.31,a,52.0,38.43,b,81.0,48.41,Unknown,55.0,50.35,B,82.0,48.5, ,,33.82,a,54.0,52.33,b,1.0,49.69,B,32.0,41.58,C,,44.52,a,95.0,61.37,b,45.0,29.05, 
3471,Oreo,Maine Coon ,4,1.32,Black,female,No,NO,Unknown,Tokyo,wet,,,61.11,C,46.0,37.25,D,49.0,37.85,B,21.0,45.09, ,25.0,49.19,B,97.0,60.54,B,48.0,32.37,A,23.0,50.27,B,23.0,75.38,a,91.0,69.33,b,58.0,45.94,B,,5.93,B
3472,Kitty,Sphynx,9,5.01,Brown,Female,Yes,No,No,TOKYO,Wet,healthy,05/01/2024,,b,1.0,27.9,a,67.0,53.65,C,45.0,40.85,b,21.0,18.05,C,60.0,23.36,Unknown,43.0,,C,70.0,38.53,D,20.0,52.88,b,24.0,33.13,D,91.0,64.17,a,22.0,unknown,C
3473,Nala, Siamese,24,2.95,White,female,Yes,YES,No,Paris,Dry,healthy,,48.87,D,91.0,36.25,Unknown,,0.02,A,8.0,28.8,Unknown,60.0,31.84,D,78.0,32.57,C,,26.12,D,83.0,22.1,D,20.0,10.58,A,54.0,58.58,Unknown,58.0,42.12,A,3.0,43.05,A
3474,Kitty,,14,1.18,White,M,Y,No,No,Paris,Dry,Sick,,61.07,C,,46.8,C,15.0,unknown,Unknown,44.0,56.74,a,50.0,32.1,b,0.0,70.43,D,6.0,51.37,a,0.0,39.55, ,31.0,43.85, ,68.0,42.72,D,70.0,73.05,b,61.0,58.51,A
3475,Leo,Unknown,-2,4.24, WHITE,female,N,Yes,Unknown,Tokyo,Dry,healthy,2024/01/05,43.28, ,27.0,61.92,A,26.0,64.26, ,0.0,37.15,b,63.0,64.66,D,,98.33,a,55.0,54.62,C,12.0,70.28,A,27.0,63.7,D,94.0,5.08,D,,58.58,b,20.0,48.52,D
3476,Loki,Unknown,7,3.84,Gray,male,N,,,Sydney,Mixed,,05/01/2024,83.15,A,72.0,13.0,b,10.0,36.92,D,47.0,39.15,B,44.0,103.91,a,16.0,20.5,B,10.0,74.29,b,61.0,38.42,D,,45.83,D,58.0,42.33,a,79.0,66.86,B,96.0,11.17,b
3477,Bella,abyssinian,13,4.28,black ,Male,no,,Yes, london,Wet,Sick,,47.35,b,59.0,81.58,b,81.0,74.63, ,64.0,35.01, ,8.0,32.54,C,91.0,17.59,b,9.0,80.21,Unknown,57.0,61.84,C,37.0,30.68,A,43.0,45.87,a,78.0,56.56,A,28.0,75.88,Unknown
3478,Nala,Maine Coon ,18,7.03,black ,M,Y,Yes,,,wet,Healthy,,47.91,A,2.0,53.57,Unknown,62.0,49.11,A,92.0,72.15,A,12.0,40.47, ,87.0,77.93,A,17.0,79.64,a,43.0,52.96,a,41.0,61.32,a,7.0,54.39,B,0.0,31.42,Unknown,39.0,31.63,D
3479,Lucy,Unknown,10,5.6,Brown,Female,yes,,,TOKYO,wet,Sick,Jan 5 2024,52.37,A,77.0,42.51,D,2.0,82.7,a,44.0,45.33,B,35.0,75.85, ,,42.98, ,91.0,52.21, ,93.0,54.34,D,90.0,40.58,Unknown,,23.41,C,41.0,57.99,A,20.0,68.65,B
3480,Oliver,Bengal ,19,6.2,Black,,yes,Yes,,TOKYO,Mixed,,05/01/2024,60.36,B,34.0,34.36,b,51.0,78.57,a,,67.37,A,61.0,32.93,C,82.0,37.69,Unknown,87.0,error,a,22.0,50.73,A,25.0,63.18,A,93.0,79.35,C,0.0,29.71,a,,45.39,C
3481,Shadow, Maine Coon,2,4.74,White,Unknown,no,YES,No,TOKYO,Mixed,Healthy,2024-01-05,81.06,B,73.0,50.47,Unknown,72.0,58.14,A,73.0,49.31,Unknown,36.0,54.55,D,65.0,60.27,a,50.0,43.74,A,72.0,15.39,B,16.0,unknown,B,25.0,51.83,A,,26.12,A,19.0,40.37,b
3482,Leo,Persian,15,30.299999999999997,Gray,F,N,Yes,No,TOKYO,Dry,Sick,,45.86,a,42.0,49.38,C,11.0,42.26,a,73.0,57.51,D,29.0,67.0,b,56.0,error, ,94.0,N/A, ,,29.63, ,99.0,75.76,Unknown,,52.57,D,83.0,64.32,D,71.0,46.38, 
3483,Oliver,ABYSSINIAN,1,2.72,White,female,Yes,No,Yes,Tokyo,Wet,SICK,,12.62,a,21.0,35.58,Unknown,28.0,73.14, ,50.0,33.68,b,82.0,66.33,b,16.0,12.48,D,25.0,29.28,B,95.0,44.33,C,28.0,86.29,a,11.0,45.69,C,50.0,16.96,b,37.0,-0.96,Unknown
3484,Shadow, Ragdoll,18,4.81,,Male,no,YES,Yes,London,dry,SICK,,26.78,b,86.0,20.72,Unknown,43.0,50.48,D,48.0,82.83,A,6.0,56.11,D,42.0,53.28,A,30.0,29.87,D,67.0,47.04,A,42.0,44.69,A,73.0,58.43,Unknown,53.0,24.25,D,75.0,40.05,a
3485,Tiger,ragdoll,4,4.06,White,M,,Yes,,,,,2024/01/05,44.9,A,59.0,47.86,a,8.0,12.97,B,23.0,50.02,A,57.0,53.15,D,1.0,48.42, ,,26.56,b,79.0,61.97, ,80.0,33.88,D,71.0,26.04,b,36.0,39.08,b,24.0,29.06, 
3486,Milo,,7,3.25,Mixed,M,N,,,Berlin,dry,healthy,2024/01/05,30.45,D,93.0,58.44, ,65.0,40.27,A,50.0,38.71,A,45.0,24.11,Unknown,96.0,27.95,Unknown,,35.32,B,4.0,51.36,B,91.0,44.68,a,10.0,37.39,A,83.0,73.28,D,11.0,33.15,A
3487,Milo,,23,5.84,Gray,Female,Yes,Yes,,,Dry,Checkup Needed,2024-01-05,69.42,a,75.0,62.2, ,31.0,33.66, ,23.0,33.25, ,76.0,44.99,C,50.0,40.86,Unknown,9.0,19.51,b,,36.24,b,55.0,72.29,C,78.0,66.06,A,4.0,12.66,a,81.0,50.23,b
3488,Chloe,Unknown,14,5.3,Mixed,M,Y,YES,Yes,Sydney,,SICK,,45.83,B,,81.26,B,48.0,40.69,A,60.0,73.29,C,41.0,75.49,C,19.0,64.11, ,20.0,44.61,D,62.0,65.6,C,12.0,59.02,b,,56.37,a,15.0,41.41,a,98.0,53.16,C
3489,Nala,Abyssinian,2,5.17,Black,Unknown,Y,YES,Unknown, london,dry,SICK,,32.23,B,68.0,42.23,B,,59.59,Unknown,50.0,46.77,b,99.0,35.5,A,47.0,43.31,D,50.0,51.74,B,0.0,16.18,B,50.0,29.07, ,65.0,19.55,b,43.0,62.7, ,,72.42,C
3490,Tiger,SCOTTISH FOLD,12,2.78,,Male,yes,NO,Yes,,dry,SICK,2024/01/05,64.26,A,73.0,62.11,a,22.0,73.31,Unknown,62.0,69.76,a,78.0,44.73,Unknown,90.0,54.41,D,94.0,56.43,A,33.0,60.16,Unknown,26.0,24.09, ,62.0,83.21,b,74.0,54.87,Unknown,77.0,27.98,A
3491,Chloe,PERSIAN,11,6.2, WHITE,Unknown,Yes,Yes,Yes,Berlin,Dry,Sick,05/01/2024,55.81,a,66.0,38.43,B,56.0,65.49,Unknown,,62.73,C,34.0,24.63,a,91.0,45.29, ,,59.66, ,85.0,58.47,b,56.0,59.63,C,9.0,38.5,A,84.0,75.27,A,4.0,46.88,Unknown
3492,Kitty, Abyssinian,-1,4.36,Black,Female,No,YES,Yes,Paris,dry,Checkup Needed,,62.75,D,40.0,20.83,D,38.0,73.62,Unknown,,6.13,C,41.0,69.1,D,39.0,8.55,B,62.0,24.53,D,80.0,34.82,B,7.0,,a,94.0,50.92, ,89.0,36.85,b,,37.15,Unknown
3493,Chloe,Unknown,15,6.71,black ,male,yes,NO,,London,dry,,2024/01/05,77.88,b,16.0,61.45,a,68.0,41.04,Unknown,35.0,28.81,B,0.0,10.03,D,14.0,54.22,B,81.0,43.11,D,96.0,72.26, ,97.0,44.56,D,32.0,68.51,b,36.0,46.06,D,1.0,40.48,b
3494,Leo,Unknown,13,6.06,Orange,female,N,No,Unknown, london,Wet,,2024-01-05,51.64, ,8.0,69.7,a,51.0,79.9,C,1.0,82.32,A,28.0,31.18,D,66.0,31.04,Unknown,86.0,24.1,b,63.0,41.73,D,,21.59,D,88.0,45.82,a,80.0,65.29,B,22.0,43.56,Unknown
3495,Lucy,,-1,2.27, WHITE,female,Yes,Yes,,New York,wet,healthy,2024-01-05,84.44,A,29.0,34.84,B,31.0,4.62,b,64.0,39.03,Unknown,90.0,54.11,C,,27.99,A,55.0,66.91,D,8.0,46.18,C,54.0,60.03,D,37.0,70.66,B,95.0,40.62,D,46.0,56.29, 
3496,Smokey,Siamese ,23,3.48,White,male,yes,Yes,Yes, london,,Healthy,2024-01-05,37.02,a,83.0,90.17,A,,59.43,D,99.0,67.53,B,43.0,69.26,Unknown,80.0,36.92,C,71.0,51.99,D,23.0,59.73, ,73.0,18.61,B,30.0,70.86,C,0.0,49.21,Unknown,98.0,50.65,B
3497,Oliver,Ragdoll,13,4.29,,F,N,,Yes,New York,,healthy,2024-01-05,77.99,A,51.0,53.39,B,18.0,50.78,B,58.0,44.22,b,48.0,100.14,C,61.0,38.81,D,89.0,69.52,C,82.0,61.47,a,48.0,34.98,C,47.0,58.5,a,69.0,60.5,D,17.0,30.0,B
3498,Oliver,,20,5.54,Orange,Unknown,no,YES,No,Paris,Wet,Sick,,50.67, ,93.0,50.76,D,61.0,17.1,B,,50.7,a,98.0,59.89,B,73.0,85.57,D,4.0,34.48,B,48.0,60.94,b,,60.71,D,90.0,78.44,C,53.0,46.47,D,56.0,39.12,D
3499,Loki,Unknown,8,3.32,black ,female,Yes,Yes,Unknown,Toronto,Mixed,SICK,05/01/2024,43.85,D,6.0,45.3,A,47.0,73.54,b,82.0,34.75,Unknown,49.0,45.21,b,36.0,11.8,a,3.0,68.32,A,90.0,20.76, ,,40.48,Unknown,44.0,74.75,B,41.0,73.69,a,,49.98,A
3500,Chloe,MAINE COON,20,4.54,,Unknown,yes,No,Unknown,Paris,Mixed,SICK,,69.52,b,57.0,-5.17, ,43.0,45.21,C,3.0,51.94,Unknown,62.0,40.01,Unknown,94.0,69.06, ,20.0,58.14, ,60.0,unknown,B,17.0,56.06,C,68.0,65.86,B,,21.65,A,39.0,56.24,B
3501,Simba,scottish fold,15,4.78,Black,Unknown,,,Unknown,Sydney,,Checkup Needed,05/01/2024,32.98,a,38.0,69.87,B,37.0,83.29,C,67.0,53.15,B,42.0,25.63, ,75.0,75.53,Unknown,,51.51,C,77.0,N/A,A,20.0,70.88,b,87.0,96.5,a,34.0,57.84,B,24.0,52.51,D
3502,Oliver,,1,5.4, WHITE,F,no,No,,Toronto,dry,SICK,,45.89,A,12.0,23.82,a,58.0,20.94, ,65.0,71.43,b,91.0,62.35,A,81.0,57.73,a,14.0,76.9,b,36.0,43.5,A,,44.06, ,57.0,7.79,b,11.0,26.13, ,46.0,1.1,a
3503,Smokey,Unknown,17,4.8, WHITE,F,,NO,Yes,TOKYO,Mixed,SICK,,31.31, ,45.0,28.87,C,92.0,9.27,b,67.0,10.18,A,,57.06,b,83.0,64.15,Unknown,13.0,64.35,a,79.0,75.79,b,22.0,58.23,a,,50.24, ,,17.48,A,16.0,61.41,D
3504,Loki,,12,4.93,Mixed,female,Y,YES,No,Sydney,wet,Sick,,22.08,C,7.0,52.92,a,,66.0,C,38.0,48.99,Unknown,17.0,87.94,C,72.0,48.66,b,65.0,81.8,B,72.0,17.43,C,85.0,52.83,a,46.0,36.39, ,,31.59,B,73.0,19.59,D
3505,Loki,PERSIAN,20,2.54,Mixed,M,yes,,Unknown,New York,Mixed,Healthy,Jan 5 2024,42.44,b,71.0,49.97,b,,61.26,B,39.0,31.23,Unknown,87.0,34.2,A,26.0,45.96,a,,72.85,C,4.0,49.66,B,25.0,14.63,Unknown,47.0,48.66, ,42.0,42.37,D,55.0,67.03,B
3506,Shadow,Ragdoll ,2,5.46,Mixed,M,yes,YES,,TOKYO,dry,,Jan 5 2024,35.87,a,,69.21,C,,50.74,B,24.0,66.68,C,83.0,82.83,D,3.0,26.74,Unknown,29.0,56.83,b,7.0,unknown, ,87.0,60.98,D,,,b,41.0,48.17,a,50.0,50.63,a
3507,Lucy,scottish fold,18,1.13,Mixed,F,yes,YES,Unknown,Sydney,wet,,2024/01/05,57.93,a,8.0,24.89, ,52.0,52.85,A,23.0,75.03,B,99.0,60.17, ,3.0,60.67,Unknown,0.0,19.61,A,70.0,32.06,A,91.0,40.7, ,95.0,42.41,C,6.0,71.47,D,24.0,unknown,D
3508,Smokey, Scottish Fold,11,8.7,Mixed,male,yes,,No,London,Dry,Healthy,,8.47,D,0.0,53.77,D,10.0,76.6, ,54.0,21.44,a,71.0,64.42,A,,60.59,C,32.0,-1.91, ,36.0,57.26,a,3.0,45.95, ,60.0,19.17,D,14.0,38.07,B,26.0,86.29,D
